Property_ID,Location,Property_Type,Bedrooms,Bathrooms,Area_sqm,Developer,Status,Price_EGP,Sale_Date
45922,Zayed City,Retail Space,5,1,128,Developer_3,Available,9497977.35,2024-05-13
45923,Heliopolis,Apartment,2,3,66,Developer_8,Available,2565095.16,2024-12-11
45924,6th October City,Studio,4,2,281,Developer_4,Sold,12106352.2,2024-09-06
45925,New Cairo,Studio,4,4,114,Developer_9,Sold,6091071.69,2024-04-26
45926,Heliopolis,Retail Space,3,3,331,Developer_7,Sold,21108628.17,2024-01-31
45927,Nasr City,Studio,4,1,225,Developer_9,Sold,9830849.96,2024-12-06
45928,Heliopolis,Villa,3,1,268,Developer_6,Sold,23724054.19,2024-03-11
45929,Zayed City,Studio,2,1,151,Developer_6,Sold,7299217.5,2024-01-14
45930,Zayed City,Retail Space,1,2,383,Developer_8,Sold,25949200.63,2024-12-04
45931,Zayed City,Apartment,5,2,105,Developer_7,Sold,5018201.31,2024-05-03
45932,6th October City,Retail Space,5,3,368,Developer_9,Sold,27965148.82,2024-03-14
45933,Downtown Cairo,Studio,4,2,63,Developer_6,Sold,3753846.8,2024-08-31
45934,Downtown Cairo,Villa,4,3,412,Developer_1,Sold,61385529.09,2024-11-01
45935,Heliopolis,Retail Space,5,2,122,Developer_5,Sold,8234940.63,2024-02-01
45936,Zayed City,Studio,1,4,284,Developer_6,Available,13623946.83,2024-04-21
45937,Maadi,Apartment,1,4,369,Developer_5,Sold,15952593.1,2024-11-04
45938,New Cairo,Villa,1,1,204,Developer_6,Sold,25641318.04,2024-12-17
45939,Downtown Cairo,Duplex,4,1,137,Developer_6,Sold,7223935.5,2024-03-08
45940,Zayed City,Duplex,4,1,80,Developer_4,Sold,3487874.42,2024-03-29
45941,Downtown Cairo,Apartment,1,2,90,Developer_9,Sold,5888879.76,2024-09-19
45942,6th October City,Commercial Office,5,1,426,Developer_7,Sold,26268054.06,2024-03-26
45943,New Cairo,Studio,3,2,98,Developer_4,Sold,4974464.74,2024-06-26
45944,New Cairo,Retail Space,5,3,184,Developer_1,Sold,13729132.59,2024-05-12
45945,Nasr City,Commercial Office,3,2,105,Developer_1,Sold,5237682.84,2024-02-17
45946,Zayed City,Villa,1,4,411,Developer_2,Sold,42985257.04,2024-05-22
45947,Zayed City,Studio,4,1,333,Developer_4,Sold,16725338.81,2024-09-09
45948,Heliopolis,Retail Space,1,4,153,Developer_5,Available,8328778.08,2024-07-03
45949,6th October City,Retail Space,2,2,383,Developer_10,Sold,24937109.15,2024-06-11
45950,Maadi,Retail Space,4,2,156,Developer_3,Available,9721301.22,2024-05-06
45951,Heliopolis,Commercial Office,3,4,165,Developer_8,Sold,9249875.45,2024-07-09
45952,Maadi,Apartment,4,4,335,Developer_7,Sold,13527477.42,2024-11-12
45953,Nasr City,Villa,1,4,337,Developer_10,Available,32536541.86,2024-05-01
45954,Downtown Cairo,Studio,3,4,380,Developer_10,Sold,21510534.77,2024-07-27
45955,Downtown Cairo,Duplex,2,2,219,Developer_6,Sold,13293187.75,2024-06-15
45956,Maadi,Retail Space,5,3,453,Developer_1,Sold,29084016.12,2024-10-18
45957,Downtown Cairo,Retail Space,2,4,283,Developer_6,Sold,27690677.09,2024-01-26
45958,6th October City,Studio,5,1,450,Developer_4,Available,20059066.29,2024-11-23
45959,Downtown Cairo,Retail Space,4,2,415,Developer_5,Available,36831075.66,2024-05-12
45960,Nasr City,Villa,1,3,451,Developer_10,Sold,41400394.89,2024-10-18
45961,Zayed City,Duplex,1,4,50,Developer_7,Sold,2653389.09,2024-07-27
45962,Maadi,Apartment,5,1,359,Developer_9,Sold,15616765.32,2024-01-16
45963,6th October City,Studio,1,4,237,Developer_6,Sold,10861882.05,2024-12-02
45964,6th October City,Commercial Office,4,2,274,Developer_5,Sold,16518735.45,2024-01-17
45965,Zayed City,Commercial Office,2,1,241,Developer_1,Sold,16703709.66,2024-10-14
45966,Downtown Cairo,Apartment,4,1,186,Developer_7,Available,11262691.55,2024-02-13
45967,6th October City,Villa,4,3,380,Developer_7,Available,43454409.62,2024-02-01
45968,Nasr City,Apartment,2,4,343,Developer_9,Sold,13188364.27,2024-10-21
45969,Nasr City,Villa,3,1,287,Developer_6,Sold,22904890.04,2024-12-20
45970,Heliopolis,Duplex,3,2,244,Developer_2,Sold,9962865.55,2024-12-15
45971,New Cairo,Villa,5,4,290,Developer_3,Available,31806719.4,2024-03-18
45972,Zayed City,Duplex,5,2,473,Developer_5,Sold,22393778.45,2024-11-08
45973,Downtown Cairo,Studio,3,4,255,Developer_4,Sold,17125761.87,2024-09-30
45974,6th October City,Studio,3,3,309,Developer_8,Available,13874261.17,2024-03-25
45975,Maadi,Apartment,4,1,264,Developer_5,Sold,12247363.82,2024-07-18
45976,Heliopolis,Apartment,1,4,317,Developer_8,Sold,13462042.49,2024-06-05
45977,Nasr City,Studio,5,2,343,Developer_10,Available,12564448.76,2024-02-05
45978,Zayed City,Commercial Office,1,2,488,Developer_1,Sold,34942108.31,2024-10-06
45979,Downtown Cairo,Duplex,2,1,463,Developer_4,Available,25198865.19,2024-08-13
45980,Zayed City,Retail Space,3,2,81,Developer_10,Sold,6111311.31,2024-12-06
45981,Downtown Cairo,Studio,4,3,214,Developer_8,Available,12172047.09,2024-09-26
45982,Nasr City,Retail Space,2,1,386,Developer_2,Sold,22716943.23,2024-11-16
45983,New Cairo,Retail Space,5,4,196,Developer_4,Sold,15254445.93,2024-04-14
45984,Zayed City,Commercial Office,4,3,319,Developer_5,Sold,19569209.15,2024-08-01
45985,6th October City,Retail Space,2,1,245,Developer_7,Sold,18863300.32,2024-04-18
45986,Maadi,Villa,2,1,125,Developer_6,Sold,11978566.76,2024-06-24
45987,Maadi,Studio,1,4,56,Developer_1,Sold,2309165.43,2024-02-12
45988,Nasr City,Commercial Office,3,2,181,Developer_10,Available,8513493.78,2024-09-20
45989,Zayed City,Studio,4,3,213,Developer_10,Sold,10129010.64,2024-05-14
45990,Maadi,Retail Space,4,1,153,Developer_9,Available,9857403.46,2024-04-25
45991,Zayed City,Villa,4,4,309,Developer_6,Sold,36933210.84,2024-07-02
45992,Nasr City,Villa,2,3,169,Developer_10,Sold,13309898.75,2024-02-25
45993,New Cairo,Duplex,3,2,155,Developer_2,Sold,8023289.05,2024-05-06
45994,Maadi,Villa,4,1,102,Developer_4,Sold,10276906.17,2024-07-07
45995,6th October City,Villa,2,4,434,Developer_10,Sold,52393589.13,2024-02-03
45996,Heliopolis,Duplex,3,3,262,Developer_8,Sold,10848075.42,2024-09-16
45997,Nasr City,Studio,2,1,82,Developer_6,Sold,3526992.56,2024-01-14
45998,Heliopolis,Studio,4,2,341,Developer_10,Sold,15284532.66,2024-06-25
45999,New Cairo,Duplex,1,3,51,Developer_6,Available,2542881.96,2024-12-27
46000,6th October City,Studio,4,1,92,Developer_9,Available,4159776.27,2024-10-25
46001,Heliopolis,Studio,5,1,181,Developer_7,Sold,7516742.84,2024-06-27
46002,6th October City,Retail Space,5,2,86,Developer_9,Sold,6181495.19,2024-12-04
46003,Maadi,Commercial Office,1,2,58,Developer_1,Sold,3237943.58,2024-03-29
46004,Zayed City,Duplex,4,1,461,Developer_2,Sold,21200578.28,2024-04-23
46005,Nasr City,Duplex,4,2,316,Developer_8,Sold,12411139.91,2024-03-09
46006,6th October City,Retail Space,3,2,479,Developer_1,Sold,35819222.36,2024-03-29
46007,Maadi,Apartment,5,3,389,Developer_3,Sold,16416276.77,2024-02-06
46008,New Cairo,Commercial Office,1,2,254,Developer_7,Available,18573297.8,2024-06-20
46009,Downtown Cairo,Studio,3,2,499,Developer_5,Sold,29990624.75,2024-07-15
46010,6th October City,Apartment,2,3,62,Developer_7,Sold,2890245.55,2024-09-07
46011,New Cairo,Commercial Office,2,4,436,Developer_5,Sold,31578613.05,2024-12-27
46012,Nasr City,Studio,3,2,178,Developer_10,Sold,6721686.19,2024-01-05
46013,Maadi,Commercial Office,1,2,260,Developer_9,Sold,15023937.32,2024-11-26
46014,New Cairo,Villa,3,2,136,Developer_4,Sold,14987453.28,2024-10-29
46015,Zayed City,Studio,1,1,283,Developer_1,Sold,15404407.2,2024-09-09
46016,Heliopolis,Commercial Office,4,3,103,Developer_4,Sold,5559446.48,2024-06-07
46017,New Cairo,Commercial Office,2,4,487,Developer_1,Sold,38415509.46,2024-03-30
46018,New Cairo,Apartment,2,1,242,Developer_1,Sold,12632685.18,2024-05-12
46019,Maadi,Commercial Office,3,3,221,Developer_7,Sold,12898505.38,2024-09-09
46020,Maadi,Villa,5,2,335,Developer_8,Available,29624885.06,2024-07-14
46021,6th October City,Villa,3,4,400,Developer_4,Sold,37948621.16,2024-06-10
46022,Heliopolis,Commercial Office,4,2,370,Developer_6,Sold,19382265.68,2024-10-14
46023,New Cairo,Studio,3,4,348,Developer_4,Sold,19109872.24,2024-11-11
46024,New Cairo,Apartment,1,4,247,Developer_2,Sold,13339120.41,2024-01-13
46025,Maadi,Studio,4,1,133,Developer_5,Sold,5847622.68,2024-09-19
46026,Downtown Cairo,Commercial Office,2,3,330,Developer_2,Sold,26089315.02,2024-04-17
46027,Zayed City,Villa,1,3,405,Developer_3,Sold,41638353.28,2024-11-28
46028,Downtown Cairo,Duplex,3,3,219,Developer_5,Available,12940112.52,2024-09-08
46029,Maadi,Apartment,5,1,284,Developer_1,Sold,12570863.22,2024-10-15
46030,Zayed City,Studio,5,1,139,Developer_6,Sold,7276245.78,2024-03-09
46031,Heliopolis,Villa,1,1,321,Developer_8,Sold,29467507.07,2024-05-07
46032,Downtown Cairo,Studio,3,4,223,Developer_7,Sold,15321329.68,2024-04-29
46033,Maadi,Commercial Office,5,2,455,Developer_1,Sold,27542522.5,2024-09-19
46034,Heliopolis,Retail Space,1,1,364,Developer_2,Sold,25170904.51,2024-01-14
46035,Nasr City,Studio,5,3,364,Developer_10,Available,13681989.27,2024-04-30
46036,New Cairo,Apartment,1,3,379,Developer_5,Sold,21480052.09,2024-05-22
46037,Heliopolis,Duplex,1,3,189,Developer_10,Sold,7602804.59,2024-03-23
46038,Zayed City,Duplex,3,1,285,Developer_6,Sold,13371960.53,2024-11-18
46039,Nasr City,Commercial Office,5,1,206,Developer_5,Available,10822805.86,2024-05-06
46040,Zayed City,Apartment,1,2,463,Developer_1,Sold,25234520.7,2024-12-07
46041,6th October City,Duplex,2,3,482,Developer_6,Sold,20957502.23,2024-03-21
46042,6th October City,Villa,1,3,483,Developer_3,Sold,54390361.03,2024-06-19
46043,New Cairo,Studio,1,3,125,Developer_1,Sold,6431079.4,2024-09-13
46044,Nasr City,Commercial Office,4,1,171,Developer_8,Available,8421886.83,2024-07-10
46045,Nasr City,Villa,1,2,138,Developer_5,Sold,12797402.61,2024-02-14
46046,6th October City,Commercial Office,3,2,191,Developer_4,Sold,13113509.62,2024-11-19
46047,New Cairo,Apartment,3,2,427,Developer_5,Available,20998302.17,2024-04-25
46048,Heliopolis,Commercial Office,1,4,176,Developer_8,Available,9887827.13,2024-10-12
46049,6th October City,Duplex,3,3,415,Developer_2,Sold,17900266.65,2024-04-28
46050,Nasr City,Apartment,1,1,240,Developer_9,Sold,10366583.42,2024-05-03
46051,Zayed City,Retail Space,3,2,231,Developer_9,Sold,17048858.69,2024-01-23
46052,Downtown Cairo,Commercial Office,2,4,309,Developer_7,Available,27813299.46,2024-09-02
46053,Nasr City,Villa,1,3,90,Developer_4,Sold,7391733.43,2024-05-21
46054,New Cairo,Apartment,1,1,481,Developer_1,Sold,27783719.03,2024-03-10
46055,Nasr City,Retail Space,2,2,85,Developer_8,Sold,4572821.28,2024-01-13
46056,Maadi,Retail Space,3,3,301,Developer_3,Sold,19447389.16,2024-06-27
46057,Nasr City,Apartment,3,2,287,Developer_3,Sold,10445755.48,2024-08-13
46058,Maadi,Commercial Office,5,2,497,Developer_5,Sold,30466073.08,2024-07-14
46059,6th October City,Commercial Office,2,1,316,Developer_9,Sold,21331917.97,2024-10-06
46060,Heliopolis,Retail Space,2,2,246,Developer_5,Sold,13179441.02,2024-01-12
46061,Maadi,Apartment,4,4,376,Developer_3,Sold,15113494.51,2024-02-15
46062,Nasr City,Studio,3,1,349,Developer_2,Available,14359267.04,2024-01-12
46063,Heliopolis,Studio,1,2,140,Developer_1,Sold,5627097.33,2024-06-24
46064,Downtown Cairo,Duplex,2,2,293,Developer_1,Sold,16098771.38,2024-10-22
46065,Heliopolis,Apartment,4,4,432,Developer_8,Sold,17506587.25,2024-02-16
46066,Nasr City,Studio,3,1,451,Developer_5,Sold,18136696.94,2024-09-04
46067,Nasr City,Villa,1,1,270,Developer_6,Sold,21244095.9,2024-10-18
46068,Downtown Cairo,Apartment,4,3,88,Developer_4,Sold,5081388.14,2024-05-29
46069,New Cairo,Studio,2,2,237,Developer_2,Sold,12471806.54,2024-06-26
46070,6th October City,Commercial Office,1,2,354,Developer_2,Available,25631056.83,2024-07-14
46071,Maadi,Villa,1,3,475,Developer_10,Sold,43234223.45,2024-03-17
46072,Zayed City,Duplex,5,4,472,Developer_9,Sold,23463589.03,2024-10-21
46073,Maadi,Studio,4,1,281,Developer_7,Sold,11884822.42,2024-12-08
46074,Nasr City,Commercial Office,1,4,448,Developer_4,Sold,26015981.8,2024-07-21
46075,Zayed City,Villa,2,4,487,Developer_2,Sold,60554362.5,2024-03-05
46076,Zayed City,Villa,1,3,115,Developer_6,Available,13398336.88,2024-02-02
46077,Maadi,Duplex,5,4,422,Developer_2,Sold,18874435.41,2024-10-09
46078,Downtown Cairo,Retail Space,5,4,123,Developer_2,Sold,11935820.96,2024-11-21
46079,Maadi,Retail Space,1,4,425,Developer_7,Sold,26589651.13,2024-02-03
46080,Maadi,Commercial Office,3,1,379,Developer_9,Available,22219705.47,2024-07-13
46081,Maadi,Studio,1,3,94,Developer_2,Sold,3752757.59,2024-11-22
46082,Downtown Cairo,Apartment,5,1,165,Developer_5,Sold,9654941.63,2024-06-09
46083,Downtown Cairo,Villa,5,2,74,Developer_6,Available,10893507.87,2024-01-07
46084,6th October City,Studio,2,2,168,Developer_6,Sold,7407942.18,2024-11-12
46085,New Cairo,Apartment,2,1,335,Developer_6,Sold,17704063.17,2024-05-10
46086,New Cairo,Retail Space,3,1,59,Developer_1,Available,4718212.77,2024-08-22
46087,Maadi,Studio,2,3,294,Developer_5,Sold,12770910.42,2024-01-09
46088,New Cairo,Studio,1,3,445,Developer_1,Sold,21882193.85,2024-07-13
46089,Maadi,Villa,1,2,177,Developer_10,Sold,15605011.81,2024-06-10
46090,Maadi,Villa,5,3,197,Developer_2,Sold,18240898.74,2024-04-22
46091,Maadi,Studio,1,3,74,Developer_4,Sold,3047724.28,2024-08-20
46092,Heliopolis,Studio,5,3,193,Developer_2,Sold,7481664.25,2024-05-04
46093,6th October City,Retail Space,1,2,153,Developer_4,Sold,9699210.87,2024-04-27
46094,Nasr City,Duplex,1,4,473,Developer_8,Sold,20328289.75,2024-06-15
46095,New Cairo,Apartment,1,3,380,Developer_7,Sold,23423111.15,2024-04-20
46096,New Cairo,Commercial Office,1,2,479,Developer_3,Sold,32599081.61,2024-07-25
46097,6th October City,Commercial Office,2,4,288,Developer_7,Sold,18738420.79,2024-01-07
46098,6th October City,Duplex,2,4,85,Developer_2,Sold,4163124.85,2024-04-17
46099,Maadi,Retail Space,5,3,335,Developer_5,Sold,25150557.43,2024-07-22
46100,Maadi,Studio,4,2,133,Developer_6,Sold,6394150.23,2024-10-30
46101,Heliopolis,Studio,1,3,370,Developer_6,Sold,15677275.99,2024-02-27
46102,Heliopolis,Duplex,5,1,105,Developer_7,Sold,4310775.39,2024-09-29
46103,Nasr City,Commercial Office,5,3,305,Developer_1,Available,17754516.12,2024-06-12
46104,New Cairo,Villa,1,4,355,Developer_2,Sold,39513532.62,2024-01-05
46105,6th October City,Villa,1,3,418,Developer_9,Available,45085439.57,2024-11-01
46106,Nasr City,Retail Space,5,4,58,Developer_9,Sold,3539054.29,2024-12-23
46107,New Cairo,Studio,5,4,189,Developer_9,Sold,10405360.67,2024-07-29
46108,Nasr City,Apartment,2,1,74,Developer_8,Available,2762824.89,2024-04-21
46109,Nasr City,Commercial Office,2,3,244,Developer_4,Sold,11886637.41,2024-04-25
46110,Downtown Cairo,Apartment,1,1,367,Developer_9,Sold,24648528.94,2024-04-12
46111,Maadi,Studio,5,4,324,Developer_8,Sold,12230450.96,2024-06-07
46112,Nasr City,Retail Space,1,1,113,Developer_2,Available,7712440.6,2024-12-23
46113,Maadi,Retail Space,3,4,68,Developer_4,Available,4990334.41,2024-10-20
46114,New Cairo,Commercial Office,1,4,391,Developer_8,Sold,25716596.25,2024-04-03
46115,Heliopolis,Villa,1,4,361,Developer_5,Sold,31254801.27,2024-12-29
46116,New Cairo,Retail Space,5,3,308,Developer_10,Sold,24561769.15,2024-10-06
46117,Maadi,Villa,5,4,260,Developer_5,Available,24978049.5,2024-05-20
46118,Heliopolis,Retail Space,2,2,176,Developer_4,Sold,10485561.73,2024-08-28
46119,Downtown Cairo,Apartment,4,3,367,Developer_1,Sold,24323491.89,2024-11-04
46120,Zayed City,Commercial Office,1,1,147,Developer_2,Sold,10827873.94,2024-09-23
46121,Heliopolis,Retail Space,2,4,69,Developer_1,Sold,4060731.04,2024-01-31
46122,Nasr City,Studio,3,4,164,Developer_10,Sold,5945334.15,2024-05-10
46123,New Cairo,Duplex,1,1,78,Developer_7,Sold,4618284.6,2024-05-21
46124,Downtown Cairo,Retail Space,4,1,340,Developer_10,Sold,32010368.39,2024-02-10
46125,Nasr City,Retail Space,3,3,476,Developer_5,Available,28789639.37,2024-03-12
46126,Downtown Cairo,Retail Space,1,1,300,Developer_8,Sold,22991409.1,2024-10-21
46127,Heliopolis,Retail Space,5,1,308,Developer_4,Sold,19082805.22,2024-10-04
46128,Zayed City,Duplex,4,3,410,Developer_1,Sold,19830181.95,2024-04-13
46129,Nasr City,Duplex,5,2,310,Developer_2,Available,11995310.58,2024-02-09
46130,Zayed City,Retail Space,3,3,236,Developer_3,Sold,18171202.29,2024-03-02
46131,6th October City,Studio,2,3,474,Developer_8,Sold,21921060.55,2024-12-08
46132,Zayed City,Duplex,5,2,307,Developer_8,Sold,16695160.88,2024-01-31
46133,New Cairo,Apartment,4,4,335,Developer_8,Available,17762920.93,2024-02-26
46134,Heliopolis,Villa,5,3,123,Developer_2,Sold,12556509.67,2024-05-23
46135,Maadi,Duplex,2,1,335,Developer_4,Available,14504274.41,2024-02-28
46136,Maadi,Villa,1,2,402,Developer_3,Sold,34408092.83,2024-05-16
46137,Nasr City,Retail Space,2,3,470,Developer_4,Sold,29273101.23,2024-08-22
46138,Heliopolis,Retail Space,3,1,377,Developer_8,Available,22154150.15,2024-03-21
46139,Downtown Cairo,Apartment,1,1,374,Developer_8,Available,21777107.34,2024-11-18
46140,6th October City,Commercial Office,5,1,465,Developer_5,Available,31794785.73,2024-11-09
46141,Nasr City,Retail Space,5,1,352,Developer_2,Sold,19388156.35,2024-11-18
46142,Zayed City,Commercial Office,2,2,267,Developer_4,Sold,18666037.32,2024-05-11
46143,Maadi,Studio,1,4,322,Developer_4,Sold,14982821.01,2024-04-06
46144,Zayed City,Villa,2,1,205,Developer_5,Available,25871350.3,2024-09-21
46145,Maadi,Studio,1,1,443,Developer_3,Sold,20359849.38,2024-01-16
46146,Maadi,Duplex,2,4,459,Developer_6,Sold,20483554.79,2024-03-16
46147,Maadi,Studio,4,2,365,Developer_8,Sold,14271411.89,2024-03-20
46148,Heliopolis,Retail Space,4,4,105,Developer_9,Sold,7118258.89,2024-02-15
46149,Downtown Cairo,Apartment,1,4,200,Developer_7,Available,11745436.87,2024-12-05
46150,Downtown Cairo,Studio,1,1,172,Developer_4,Sold,9984352.58,2024-08-11
46151,Downtown Cairo,Retail Space,2,1,319,Developer_5,Available,28627300.09,2024-04-15
46152,New Cairo,Duplex,4,3,367,Developer_6,Sold,20292838.22,2024-09-15
46153,Heliopolis,Duplex,2,4,207,Developer_2,Sold,9552377.72,2024-02-11
46154,Zayed City,Apartment,5,1,345,Developer_2,Sold,16801199.83,2024-05-04
46155,Downtown Cairo,Villa,1,2,372,Developer_7,Sold,47985930.34,2024-03-19
46156,Heliopolis,Commercial Office,4,3,427,Developer_1,Available,22431656.84,2024-09-19
46157,Downtown Cairo,Apartment,5,3,196,Developer_10,Sold,11317672.17,2024-09-14
46158,Nasr City,Commercial Office,1,1,431,Developer_9,Available,23281596.12,2024-12-04
46159,6th October City,Apartment,4,3,190,Developer_4,Sold,9061395.88,2024-05-20
46160,Nasr City,Apartment,5,2,415,Developer_1,Sold,16843551.73,2024-04-17
46161,Heliopolis,Studio,2,4,244,Developer_10,Sold,8917828.53,2024-03-01
46162,Zayed City,Studio,2,4,377,Developer_5,Available,17780455.08,2024-06-20
46163,6th October City,Studio,4,4,149,Developer_7,Sold,6201473.19,2024-05-15
46164,Nasr City,Apartment,3,2,228,Developer_5,Available,8730567.18,2024-12-08
46165,6th October City,Studio,3,4,224,Developer_7,Sold,10354374.78,2024-12-16
46166,Zayed City,Retail Space,1,2,56,Developer_3,Sold,4188639.4,2024-12-21
46167,Maadi,Apartment,1,4,167,Developer_1,Sold,6783507.3,2024-07-29
46168,Zayed City,Studio,5,3,376,Developer_5,Sold,17520666.98,2024-06-17
46169,Downtown Cairo,Commercial Office,5,1,164,Developer_5,Sold,13842649.31,2024-11-30
46170,New Cairo,Villa,2,1,303,Developer_6,Sold,31323626.66,2024-11-04
46171,6th October City,Studio,3,2,90,Developer_10,Sold,3781493.89,2024-03-09
46172,Zayed City,Duplex,1,3,97,Developer_8,Sold,4395206.98,2024-03-13
46173,Maadi,Retail Space,3,3,195,Developer_1,Sold,13429999.85,2024-01-19
46174,Maadi,Villa,5,1,92,Developer_4,Sold,8192000.94,2024-10-18
46175,Zayed City,Duplex,3,1,469,Developer_9,Available,21000236.46,2024-03-28
46176,Nasr City,Villa,2,4,164,Developer_2,Available,12852810.16,2024-05-10
46177,Zayed City,Studio,1,4,373,Developer_8,Sold,17401905.66,2024-03-25
46178,Maadi,Commercial Office,2,3,136,Developer_9,Sold,7793377.61,2024-06-01
46179,Zayed City,Studio,1,1,272,Developer_9,Sold,14924969.83,2024-08-19
46180,New Cairo,Retail Space,2,4,273,Developer_10,Sold,22957194.73,2024-03-06
46181,Nasr City,Apartment,5,3,77,Developer_4,Sold,2803697.93,2024-12-15
46182,Zayed City,Duplex,4,4,273,Developer_2,Sold,13736550.46,2024-04-10
46183,Maadi,Villa,2,4,484,Developer_7,Sold,40852085.35,2024-11-05
46184,Zayed City,Commercial Office,2,2,181,Developer_7,Sold,12596568.99,2024-07-21
46185,Downtown Cairo,Duplex,3,4,186,Developer_4,Sold,10948030.26,2024-04-04
46186,Zayed City,Commercial Office,5,2,395,Developer_1,Sold,26976317.63,2024-01-21
46187,6th October City,Duplex,4,3,243,Developer_6,Sold,11166053.13,2024-01-05
46188,Zayed City,Studio,4,3,164,Developer_3,Sold,8533641.89,2024-11-08
46189,New Cairo,Retail Space,1,1,101,Developer_2,Sold,7283476.41,2024-08-27
46190,Maadi,Apartment,1,4,346,Developer_10,Sold,13942036.2,2024-01-30
46191,Heliopolis,Duplex,4,4,252,Developer_4,Sold,9232352.34,2024-03-30
46192,6th October City,Commercial Office,4,1,448,Developer_3,Sold,31220103.64,2024-02-21
46193,Heliopolis,Studio,5,3,397,Developer_8,Available,15614737.74,2024-12-27
46194,Zayed City,Villa,4,3,389,Developer_1,Sold,47862683.59,2024-05-22
46195,Downtown Cairo,Villa,1,2,374,Developer_5,Sold,52975548.88,2024-04-23
46196,Nasr City,Retail Space,1,2,202,Developer_6,Sold,10892340.09,2024-06-05
46197,New Cairo,Studio,3,2,164,Developer_5,Sold,8995059.56,2024-01-10
46198,New Cairo,Retail Space,4,3,470,Developer_5,Sold,38484985.52,2024-06-13
46199,Downtown Cairo,Villa,5,2,181,Developer_3,Sold,25755200.26,2024-12-18
46200,New Cairo,Commercial Office,2,1,253,Developer_4,Available,19574942.61,2024-09-02
46201,Downtown Cairo,Retail Space,1,2,397,Developer_10,Sold,34767605.03,2024-10-24
46202,6th October City,Apartment,2,2,118,Developer_2,Sold,5056915.88,2024-11-22
46203,Downtown Cairo,Retail Space,1,4,391,Developer_10,Sold,36734988.6,2024-08-28
46204,Downtown Cairo,Studio,5,1,448,Developer_8,Sold,27806889.83,2024-05-10
46205,Zayed City,Apartment,2,4,486,Developer_1,Sold,21939495.01,2024-02-05
46206,New Cairo,Apartment,3,4,389,Developer_7,Sold,22281674.77,2024-03-22
46207,Zayed City,Studio,5,1,443,Developer_10,Sold,24733376.11,2024-11-18
46208,Nasr City,Duplex,1,4,289,Developer_6,Sold,11492802.14,2024-07-04
46209,Downtown Cairo,Commercial Office,4,3,405,Developer_3,Sold,30376616.27,2024-07-01
46210,Zayed City,Studio,2,3,97,Developer_9,Sold,4289542.28,2024-10-11
46211,Heliopolis,Commercial Office,4,2,135,Developer_8,Available,7687497.27,2024-05-12
46212,Zayed City,Apartment,1,1,484,Developer_10,Sold,24529554.75,2024-05-01
46213,Zayed City,Apartment,2,4,120,Developer_2,Sold,5982522.36,2024-10-05
46214,Downtown Cairo,Duplex,2,2,342,Developer_2,Sold,21754724.5,2024-12-14
46215,Maadi,Apartment,2,3,473,Developer_2,Available,17655317.95,2024-12-04
46216,Heliopolis,Studio,5,1,247,Developer_9,Sold,9752433.31,2024-11-12
46217,6th October City,Commercial Office,5,1,421,Developer_3,Sold,25473131.18,2024-09-17
46218,Downtown Cairo,Duplex,5,2,265,Developer_7,Sold,17392883.6,2024-07-14
46219,Zayed City,Retail Space,5,2,275,Developer_3,Available,17682936.94,2024-02-27
46220,New Cairo,Studio,1,1,134,Developer_4,Sold,7143418.82,2024-11-20
46221,Downtown Cairo,Commercial Office,3,3,171,Developer_9,Sold,13489326.69,2024-09-14
46222,Maadi,Commercial Office,1,3,150,Developer_2,Sold,9908305.36,2024-10-28
46223,Zayed City,Villa,2,1,83,Developer_7,Available,8715618.12,2024-11-29
46224,Maadi,Villa,5,4,411,Developer_7,Sold,42652263.43,2024-07-10
46225,6th October City,Studio,2,2,51,Developer_2,Sold,2181560.52,2024-05-20
46226,Downtown Cairo,Duplex,5,1,446,Developer_2,Sold,29622440.14,2024-10-25
46227,Maadi,Commercial Office,4,2,71,Developer_7,Sold,3867632.38,2024-08-21
46228,New Cairo,Commercial Office,4,3,96,Developer_1,Sold,7311394.38,2024-11-27
46229,Zayed City,Studio,5,4,285,Developer_1,Sold,13639452.78,2024-04-20
46230,New Cairo,Duplex,4,1,351,Developer_4,Available,17005977.32,2024-06-13
46231,Downtown Cairo,Retail Space,5,2,478,Developer_6,Sold,45337245.29,2024-05-17
46232,Downtown Cairo,Apartment,3,1,145,Developer_7,Sold,10002367.91,2024-05-23
46233,Nasr City,Retail Space,2,4,89,Developer_3,Sold,5315415.93,2024-01-29
46234,Maadi,Duplex,1,2,148,Developer_8,Available,5659579.89,2024-09-17
46235,Maadi,Apartment,1,3,315,Developer_8,Sold,14900643.03,2024-04-11
46236,Maadi,Commercial Office,1,3,131,Developer_3,Sold,7456673.82,2024-01-30
46237,Heliopolis,Villa,5,1,278,Developer_6,Sold,25252625.49,2024-07-11
46238,Downtown Cairo,Villa,5,2,333,Developer_5,Sold,44345126.3,2024-05-22
46239,Downtown Cairo,Studio,3,1,125,Developer_7,Sold,7418066.39,2024-05-02
46240,6th October City,Retail Space,5,3,129,Developer_3,Sold,8655298.14,2024-11-18
46241,Heliopolis,Duplex,1,2,343,Developer_7,Sold,15762221.19,2024-05-21
46242,New Cairo,Duplex,4,1,400,Developer_3,Sold,22256335.19,2024-05-19
46243,Downtown Cairo,Apartment,2,3,89,Developer_9,Available,5345986.38,2024-05-09
